name,rank_custom,rank_bangumi,subjectname
10553,766,225,监狱兔 第四季
19446,768,1032,攻壳机动队 塔奇克马的日常
1935,769,778,钢之炼金术师 香巴拉的征服者
3023,770,934,剧场版 精灵宝可梦：梦幻的精灵宝可梦  洛奇亚爆诞
33220,771,1918,无限地带23 PART II
41013,772,618,幻想万华镜 华鸟风月
14109,773,827,苍穹之法芙娜 HEAVEN AND EARTH
62281,774,902,王者天下 第二季
10578,775,1523,饿沙罗鬼
3020,776,923,精灵宝可梦 超世代
17160,777,613,妄想学生会 OAD
4686,778,1216,我要上太空
45905,779,1315,逮捕令 Special
47144,780,930,麦兜故事
2464,781,513,荒川爆笑团
106653,782,433,探险活宝 第一季
2083,783,775,双面骑士
5433,784,1026,美少女战士SuperS
8081,784,470,荒川爆笑团2
3734,786,666,灌篮高手 咆哮吧篮球员的灵魂！！花道和流川的灼热夏季
49892,787,607,花开伊吕波 HOME SWEET HOME
96645,788,823,第一届东方M-1漫才大赛 重制版
95445,789,635,红白黑黄 第二季
896,790,634,向阳素描
85204,791,574,妄想学生会＊
110648,792,718,迷糊餐厅 第三季
1972,793,745,魔神英雄传
13971,794,1259,罗德斯岛战记-英雄骑士传-
160674,795,1035,鲁邦三世 意大利游戏
13809,796,840,翡翠森林狼与羊
161818,797,1094,天元突破グレンラガン キラメキ☆ヨーコbox ～pieces of sweet stars～
28288,798,1318,铁臂阿童木
95784,799,1304,乐高大电影
14684,800,1503,横滨购物纪行 -Quiet Country Cafe-
223268,801,722,偶像大师 SideM 序章 -Episode of Jupiter-
455,802,1030,大雄的创世日记
33491,803,302,南方公园 第16季
24154,804,1670,恶魔人 妖鸟死丽濡篇
2225,805,678,空之境界 第六章 忘却录音
204027,806,833,齐木楠雄的灾难 第二季
81372,807,784,精灵宝可梦 起源
982,808,870,大剑
4653,809,860,天空战记
203387,810,760,夏目友人帐 陆
38326,811,1162,JOJO的奇妙冒险
174043,812,836,为美好的世界献上祝福！ 第二季
37874,813,701,CLANNAD ～AFTER STORY～另一个世界 杏篇
3012,814,832,萌菌物语
5428,815,1058,美少女战士R
140001,816,1174,Re：从零开始的异世界生活
1965,817,1040,英国恋物语艾玛 第二幕
66449,818,1227,短暂和平
3642,819,582,甜甜私房猫 第二季
2585,820,646,科学超电磁炮
4256,821,1231,复苏的天空 -救援之翼-
46036,822,968,怪医黑杰克
5435,823,1072,美少女战士R 花朵的约定
5864,824,651,雪孩子
174638,825,774,夏目友人帐 伍
2940,826,716,恋爱情结
103671,827,876,信长协奏曲
88411,828,707,科拉传奇 第三季：易
2886,829,992,棒球大联盟 第二季
106329,830,1101,游戏王 The Dark Side of Dimensions
205485,831,899,咕噜咕噜魔法阵
26592,832,1351,迷宫物语
9713,833,1127,横滨购物纪行
14588,834,684,摇曳百合
25665,835,1347,黑美 动画制作进行
13379,836,1135,雨之城
2887,837,1012,棒球大联盟 第三季
50513,838,1088,海贼王 FILM Z
100405,839,1007,HELLO 黄金拼图
13823,840,1301,海豚便利店
1949,841,884,奇诺之旅 疾病之国 -为了你-
7345,842,1106,吸血姬美夕 OVA
1926,843,744,圣枪修女
4235,844,1243,神是中学生
2135,845,965,鸦 -KARAS-
1983,846,732,狼雨
875,847,1337,爆炸头武士
189446,848,1062,ID-0
2829,849,658,糖果男孩
155359,850,955,BLAME!
159826,851,493,魔法使光之美少女！
148726,852,873,灰与幻想的格林姆迦尔
473,853,1036,哆啦A梦：大雄的恐龙 2006
3485,854,585,魔法少女奈叶 The MOVIE 1st
51928,855,746,科学超电磁炮S
5919,856,830,打，打个大西瓜
37062,857,1257,百变之星 崭新之翼 EXTRA STAGE 不笑的公主
536,858,616,妖精的旋律
77188,859,1079,鬼灯的冷彻
2689,860,802,全金属狂潮 TSR OVA 战队长悠闲的一天
139022,861,831,Concrete Revolutio 超人幻想
10613,862,917,剧场版 快要坏掉的八音盒
23305,863,1198,传说巨神伊迪安 接触篇
1979,864,1066,十二生肖守护神
8539,865,1202,枪心剑刃
25226,866,740,gdgd妖精s
68284,867,1240,魔法少女奈叶 Reflection
1938,868,1228,蒸汽男孩
62285,869,620,美妙旋律 Rainbow Live
120191,870,1150,火影忍者 剧场版 博人传
110600,871,1006,旋转少女
31212,872,931,恶魔阿萨谢尔在召唤你 路西法篇
3731,872,688,灌篮高手 剧场版
211066,874,839,三颗星彩色冒险
69944,875,825,跟班×服务
29889,876,640,第六届东方M-1漫才大赛
79227,877,735,NO GAME NO LIFE
4634,878,1077,银河天使
39118,879,674,妄想学生会 OVA
103470,880,1025,鬼妈妈
13612,880,1431,机动警察迷你版
234349,882,659,卫宫家今天的饭
3754,883,690,金色的卡修
127573,884,816,摇曳百合 3☆High!
90390,885,1288,海贼王 奈美特别篇 领航员之泪与伙伴的羁绊
105075,886,895,血界战线
52827,887,1305,人鱼之伤
1941,888,781,魔卡少女樱 香港之旅
20929,889,1463,樱花大战 樱华绚烂
175428,890,943,乐高蝙蝠侠大电影
6649,891,1004,玩具总动员
14231,892,1536,魔神凯撒
2643,893,1168,双恋 Alternative
8249,894,1521,无责任舰长
192442,895,947,鲁邦三世 血烟的石川五右卫门
1758,896,982,青之花
22241,897,599,向阳素描×SP
3816,897,783,头文字D Fourth Stage
5649,899,733,妄想学生会
2888,900,1016,棒球大联盟 第四季
2899,901,624,欢乐树伙伴
37897,902,813,女子落语
104591,903,727,妄想学生会＊ OAD
18511,904,808,钢之炼金术师 PREMIUM COLLECTION
146093,905,1011,亚人
160271,906,837,Concrete Revolutio 超人幻想 THE LAST SONG
2281,907,904,调酒师
102774,908,1458,百日红
4843,909,656,圣斗士星矢
2751,910,1042,钢铁神兵B'T-X
54433,911,670,我的青春恋爱物语果然有问题
805,912,866,濑户的花嫁
58054,913,966,人间失格 剧场版
1171,914,676,东方梦想夏乡
18617,915,1067,犬夜叉 穿越时空的思念
135275,916,869,为美好的世界献上祝福！
1931,917,881,最终兵器彼女
75898,918,1151,死或生VS最终幻想
10071,919,737,超元气三姐妹 增量中！
104468,920,1130,飙速宅男 GRANDE ROAD
75055,921,879,红白黑黄
34515,922,971,星界的断章 诞生
113906,923,972,网球优等生 第二季
91252,924,1267,现视研 二代目 OAD
10276,925,1260,分身战士
1849,926,858,KERORO军曹
45213,927,877,玉响～more aggressive～
11629,928,794,空之境界 终章 空之境界
3621,929,936,魔神坛斗士
866,930,824,噬魂师
2785,931,730,犬夜叉 完结篇
7667,932,487,猫怪麦克
10481,933,1224,暴力云与送子鹳
3148,934,900,咕噜咕噜魔法阵
9002,935,1593,永久家族
185274,936,761,魔法使光之美少女 奇迹的变身！Cure Mofurun！
116461,937,1144,食戟之灵
33219,938,1822,无限地带23
126173,939,787,ReLIFE
506,940,842,猫的报恩
3637,941,894,真魔神 冲击！Z篇
1961,942,710,玻璃假面
54254,943,1253,月神
10376,944,1179,代号17
1456,944,1209,兽之奏者艾琳
49666,946,795,空之境界 Remix
174998,947,1411,冰上的尤里
7777,948,724,海绵宝宝第一季
1964,949,888,英国恋物语艾玛
4140,950,958,库拉乌 幻之记忆
1973,951,891,魔神英雄传2
95419,952,1139,Candy☆Boy
1372,953,719,凉宫春日酱的忧郁
3997,954,1284,翼神传说 多元变奏曲
3174,955,1182,超时空要塞7 银河在呼唤我
37138,956,806,超译百人一首 歌之恋
91986,957,1147,巴哈姆特之怒 GENESIS
4045,958,756,僵尸新娘
16621,959,232,南方公园 第15季
5927,960,852,森林好小子
115732,961,1082,花与爱丽丝杀人事件
2084,962,1052,BLOOD 最后的吸血鬼
143694,963,1060,银河英雄传说 Die Neue These 邂逅
1583,964,1214,电影少女
100565,965,623,功夫兔与菜包狗
8061,966,910,东方PVD
83067,967,1254,剧场版 心理测量者
152092,968,1076,剧场版 吹响！悠风号～欢迎来到北宇治高中吹奏乐部～
68551,968,471,彩虹小马：友情就是魔法
216371,970,472,莉兹与青鸟
116225,971,820,妄想学生会＊ OVA
1752,972,347,来来猫
916,972,977,魍魉之匣
57978,974,1048,黄金拼图
1707,975,915,云之彼端，约定的地方
28165,976,1176,樱桃小丸子
101437,977,957,忍者杀手
1650,978,1102,你所期望的永远
37154,979,849,心灵链环
47759,980,1297,四驱兄弟WGP
5393,981,919,海贼王 强者世界 前传
2314,982,1156,到另一个你的身边去
528,983,1000,东京糖衣巧克力
1510,984,988,美少女战士
99941,985,986,无头骑士异闻录×2 承
22287,986,854,侦探歌剧 少女福尔摩斯 第二幕
11646,987,1206,秀逗魔导士SPECIAL
22912,988,1086,UN-GO episode: 0 因果论
2694,989,789,我在伊朗长大
37396,990,913,西游记
2885,991,984,棒球大联盟 第一季
451,992,1055,大雄与云之王国
18616,993,1223,犬夜叉 天下霸道之剑
10462,994,1065,暴力宇宙海贼
452,995,1210,大雄与白金迷宫
28287,995,1341,铁臂阿童木
65970,997,1434,机动战士高达 第08MS小队 三次元的战斗
1953,998,920,恐怖宠物店
52353,999,1121,幻想嘉年华 EX Season
10409,1000,780,小红帽恰恰
119795,1001,1391,怪物之子
54435,1002,878,gdgd妖精s 第2季
2470,1003,1238,校园乌托邦 学美向前冲！
179949,1004,1250,小林家的龙女仆
129224,1005,386,小马驹G4 第五季
86670,1006,939,向山进发 第二季
2092,1007,1071,废弃公主
211934,1008,838,此花绮谭
82770,1008,935,幻想万华镜 泡沫、哀伤的桃源
1010,1010,999,机动战士高达00 第二季
58646,1011,1407,魔法少女姐妹优优与宁宁
79114,1012,925,京骚戏画
899,1013,571,名侦探柯南
9568,1014,845,头文字D Second Stage
192680,1015,847,精灵宝可梦 太阳&月亮
211936,1016,974,Princess Principal
3795,1017,1426,我家也有外星人
2080,1018,1241,我的女神 剧场版
14996,1019,1014,火球 魅力之章
9571,1019,749,悲惨世界 少女柯塞特
216311,1021,698,向山进发 回忆的礼物
41887,1022,1528,逮捕令 剧场版 墨东署最大危机
84758,1023,1817,天元突破 Parallel Works 2
1743,1024,944,东京地震8.0
1879,1025,916,校园迷糊大王 三学期
47684,1026,938,南家三姐妹 久候多时
1954,1027,885,高智能方程式
2142,1028,942,魔力女管家～更美丽的事物～
111097,1029,1080,超能陆战队
190630,1030,1038,守望先锋：最后的堡垒
2354,1031,962,DARKER THAN BLACK -流星的双子-
80205,1032,1003,南家三姐妹 夏日假期
47146,1033,1087,麦兜菠萝油王子
75533,1034,681,空之境界
43159,1035,1412,颠倒的帕特玛 初始之日
13097,1036,1200,长发公主
36151,1037,1512,小美人鱼
2774,1038,1114,新机动战记高达W
27332,1039,882,Smile 光之美少女！
61545,1040,1054,幻想嘉年华 Special Season
147365,1041,1024,元气少女缘结神 过去篇
191523,1041,1118,鬼平
18083,1043,1199,银河天使X
78799,1044,964,精灵宝可梦XY
52826,1045,1457,人鱼之森
90792,1046,1148,海贼王 梅利特别篇 另一位伙伴的故事
109386,1047,1128,Fate/stay night [Unlimited Blade Works] 第二季
156731,1048,1579,牙狼〈GARO〉-DIVINE FLAME-
11909,1049,1220,卑鄙的我
5653,1050,841,尸鬼
4020,1051,1132,逆转监督
1027,1052,979,舞-HiME
41742,1053,1665,机动战士高达0083 吉恩的残光
221227,1054,468,我的三体 罗辑传
117777,1055,1475,声之形
5658,1056,909,超元气三姐妹
1314,1057,1049,下一站巨星
104521,1058,675,探险活宝 第六季
84519,1059,1550,写真馆
7312,1060,766,猫屎一号
3806,1061,901,快要坏掉的八音盒
97045,1062,1499,龙珠改 魔人布欧篇
4025,1063,798,阿拉蕾
40190,1064,1491,冰川时代
58345,1065,729,监狱兔 第五季
5871,1066,880,舒克和贝塔
4243,1067,898,两人是光之美少女
36759,1068,1389,小鹿斑比
54734,1069,1376,死亡台球
10941,1070,545,少年正义联盟 第一季
20930,1071,1372,樱花大战 轰华绚烂
112838,1072,752,摸索吧！部活剧 第三期
69484,1073,821,Little Busters! ～Refrain～
463,1074,1385,哆啦A梦：大雄的宇宙漂流记
3773,1075,369,闪电十一人
142678,1076,1108,我的青春恋爱物语果然有问题 续 OVA
176025,1077,1418,宇宙战舰大和号2202 爱的战士们 第一章
444,1078,1350,大雄与龙之骑士
1515,1079,828,玩偶游戏
24546,1080,1296,百合星人奈绪子 OVA
3149,1081,835,咕噜咕噜魔法阵 心跳传说
7108,1082,1277,H2 好逑双物语
23537,1083,714,嘟嘟猫观察日记
218740,1084,1098,银魂. 走光篇
82322,1085,1044,花物语
107100,1086,998,苍蓝钢铁的琶音 Cadenza
56338,1087,948,圣哥传 OAD
425,1088,1365,哆啦A梦 大雄的恐龙
195661,1089,1384,幻想万华镜 永夜异变之章
9350,1089,951,意外的幸运签
458,1091,1410,大雄与银河超特急
44111,1092,1173,Smile 光之美少女！绘本里的世界都不协调！
4466,1093,1039,吸血姬美夕
3631,1094,1166,东之伊甸 剧场版I The King of Eden
460,1095,1330,大雄的南海大冒险
3021,1096,1203,精灵宝可梦 钻石&珍珠
227175,1097,1856,忍者蝙蝠侠
2440,1098,1452,沉默的未知
25076,1099,1185,怪兽电力公司
200887,1100,1019,剧场版 妄想学生会
3173,1101,1271,超时空要塞 Flash Back 2012
1452,1102,1292,豹头王传说
1511,1103,647,甜甜私房猫
134543,1103,1246,幻想万华镜 花之异变之章
221127,1105,1413,黄金神威
19390,1106,1201,次元舰队
193298,1107,817,银魂.
50900,1107,1192,暴力宇宙海贼 剧场版 亚空的深渊
5431,1109,1126,狼雨 OVA
27924,1110,1390,皇家国教骑士团外传：THE DAWN
38470,1111,1312,CLAMP仙境
210864,1112,1226,魔法使的新娘
4264,1113,728,忍者乱太郎 1期
11145,1114,755,笨蛋，测验，召唤兽2
60011,1115,1371,漂流武士
18504,1116,1497,龙珠Z 复活！悟空与贝吉塔的合体
46458,1117,706,偶像活动 第一年
190441,1118,1120,IDOLiSH7
4217,1119,1265,我的女神
128239,1120,739,同级生
3815,1121,1183,天使特警
3994,1122,922,素描本
12282,1123,1719,阿莱蒂公主
1933,1124,1363,青之6号
4419,1125,889,Yes! 光之美少女5 镜之国的奇迹大冒险!
9569,1126,1061,头文字D Third Stage
2604,1127,1051,夏之岚～春夏冬中～
38430,1128,1552,爆炸头武士 剧场版
4190,1129,1056,通灵王
1951,1130,1327,魔女猎人罗宾
105191,1131,1222,鬼灯的冷彻 OAD
8365,1132,1353,绿林寮
16235,1133,1033,未来日记
436,1134,1657,哆啦A梦 大雄的宇宙开拓史
2076,1135,1143,逮捕令 第二季
236,1136,956,超时空要塞Frontier
3131,1137,1163,数码暴龙04无限地带
58850,1138,1081,恋爱研究所
1272,1139,1298,竹刀少女
2973,1140,1113,名侦探柯南 迷宫的十字路口
12083,1141,1207,蝙蝠侠 (1992)
54338,1142,1177,圣哥传
211068,1143,1195,奇诺之旅
150746,1144,1215,这个美术社大有问题！
102134,1145,874,我的青春恋爱物语果然有问题 续
115932,1146,1029,凭物语
1262,1147,961,魔法少女奈叶
50814,1148,1160,打工吧！魔王大人
11208,1148,980,烤焦面包
29139,1150,963,龙与虎 OVA 便当的精髓
11189,1151,1728,森林大帝
55467,1152,1510,大雄的秘密道具博物館
41488,1153,1093,樱花庄的宠物女孩
27832,1154,1110,机动战士高达SEED HD重制版
837,1155,1023,死亡代理人
1426,1156,1095,幻灵镇魂曲
9756,1157,1468,天地无用!
25442,1158,578,南方公园 第1季
122864,1159,1021,怪盗Joker2
5868,1159,1045,黑猫警长
85316,1161,503,探险活宝 第五季
53216,1162,1104,兰戈
40533,1163,1010,邻座的怪同学
52707,1164,1485,偶像大师 闪耀祭典
16805,1165,1393,时间飞船
170242,1166,1331,信长的忍者
4395,1167,810,光之美少女全明星DX 大家是朋友☆奇迹的全员大集合！
42707,1168,1027,伊克西翁传说DT
131891,1169,868,暗杀教室 第二季
18009,1170,1091,超扯童话血多
3733,1171,892,灌篮高手 湘北最大的危机！燃烧吧樱木花道
1850,1172,1263,读或死 TV
1260,1173,1230,地狱少女
83737,1174,897,Little Busters! EX
176296,1175,1544,最终幻想15 王者之剑
437,1176,1345,大雄的大魔境
69494,1177,1078,科学小飞侠Crowds
2968,1178,1362,名侦探柯南 引爆摩天楼
100526,1179,1504,黑执事 马戏团篇
101820,1180,1280,七大罪
764,1181,1236,今天的五年二班 OVA
142812,1182,1356,鬼牌游戏
47889,1183,912,来自风平浪静的明天
11193,1184,1272,秀逗魔导士EXCELLENT
86722,1185,1479,恶魔阿萨谢尔在召唤你 海葵篇
203861,1186,1417,超自然9人组
14759,1187,1706,木橱童子
449,1188,1325,大雄与动物行星
45395,1189,1659,龙珠Z 两人的危机
37137,1190,1097,TARI TARI
36268,1191,1317,葫芦兄弟第二部
1851,1192,785,Angel Beats!
1109,1193,932,Fresh 光之美少女！
4188,1193,1520,天使之卵
15489,1195,1105,女神异闻录4
175527,1196,1211,剧场版 银河机攻队Majestic Prince 觉醒的基因
1974,1197,1554,超魔神英雄传
42097,1198,1530,秀逗魔导士GREAT
2691,1199,1374,机动战士高达 MS IGLOO 默示录0079
83124,1200,1161,妖怪手表
32318,1201,776,白熊咖啡馆
1860,1202,1131,机动战士高达SEED
4192,1203,1343,FREEDOM
34227,1204,1669,吸血鬼猎人D
2895,1205,843,翼·年代记 春雷记
3070,1205,1050,濑户的花嫁 OVA
25077,1207,1462,美女与野兽
183492,1208,1239,ACCA13区监察课
4397,1209,905,光之美少女 Max Heart 雪空的朋友
160124,1210,1233,食戟之灵 贰之皿
808,1211,949,旋风管家
9605,1212,1248,我的女神 缤纷之翼
3769,1213,1013,幻影死神
180670,1214,1181,暖心日记
130234,1215,1235,灰色的乐园
2000,1216,1083,海贼王 绽放在寒冬的奇迹樱花
175531,1217,1549,漂流武士 OAD
40388,1218,1122,我们这一家
86721,1219,1273,科学小飞侠Crowds insight
29929,1220,887,哈哈镜花缘
213816,1221,1046,ReLIFE 完结篇
12703,1222,1129,境界线上的地平线
47764,1223,1600,足球小将GOAL!
97477,1224,1321,十字路口
3515,1225,1142,火球
469,1226,1349,哆啦A梦 大雄与风之使者
7320,1227,1447,仓鼠管家
1688,1228,1249,铁马少年
77473,1229,1738,武士弗拉明戈
1741,1230,431,黑塔利亚 第2期
5437,1231,1338,美少女战士S 竹取公主的恋人
12071,1232,1587,欢迎来到宇宙SHOW
4242,1233,1073,邋遢大王奇遇记
34025,1234,1286,图书馆战争 革命之翼
10378,1235,1524,天空之艾斯嘉科尼
171366,1236,1191,虎面人W
220188,1237,1116,巴加的工作室
3326,1238,1090,笨蛋，测验，召唤兽
4849,1239,464,南方公园 第13季
9540,1240,1303,聪明的一休
3632,1241,1388,东之伊甸 剧场版II Paradise Lost
6815,1242,1119,秦时明月之诸子百家
1529,1243,1005,伊里野的天空、UFO的夏天
36319,1244,1816,鹬蚌相争
212003,1245,1276,赛马娘 PrettyDerby
8989,1246,1429,蜡笔小新 呼风唤雨！光荣的烤肉之路
8452,1247,941,玉响
42095,1247,1620,秀逗魔导士RETURN
1991,1249,1483,海贼王 祭典男爵与神秘岛
823,1250,1294,名侦探柯南 瞳孔中的暗杀者
114967,1251,1375,无头骑士异闻录×2 转
106656,1252,512,探险活宝 第四季
39303,1253,1588,勿忘蛛
985,1253,2221,机动战士V高达
80442,1255,1164,摸索吧！部活剧
106818,1256,1382,暗杀教室
2690,1256,1461,机动战士高达MS IGLOO 一年战争秘录
116742,1258,1427,死亡游行
1025,1259,1178,蔷薇少女
169917,1260,1360,机动战士高达独角兽 RE:0096
533,1261,1278,美食总动员
126581,1262,1489,无头骑士异闻录×2 承 我的心是火锅的形状
10197,1262,376,南方公园 第14季
36226,1264,1614,白雪公主和七个小矮人
106655,1265,531,探险活宝 第三季
88287,1266,1057,请问您今天要来点兔子吗？
229947,1266,1506,蓝海少女 第二季
144465,1268,1188,侦探歌剧 少女福尔摩斯 ～逆袭的少女福尔摩斯～
204317,1269,1256,舞动青春
4213,1270,1818,机动战士高达ZZ
24153,1271,2064,恶魔人 诞生篇
12618,1272,1339,剧场版 超时空要塞F 恋离飞翼
45884,1273,945,出包王女Darkness OAD
18505,1274,1541,龙珠Z 一夫当关的最后决战~挑战弗利萨的Z战士 孙悟空的父亲~
28628,1275,1878,亚尔斯兰战记
459,1276,1437,大雄和发条都市
3016,1277,983,南家三姐妹 饭后甜点
11647,1278,1333,秀逗魔导士GORGEOUS
26800,1279,1582,给桃子的信
231474,1280,1309,桧曾根与间租谭
100403,1280,1308,路人女主的养成方法
18605,1282,987,玉响～hitotose～
1261,1283,1068,地狱少女 二笼
56112,1284,1001,只有神知道的世界 女神篇
12558,1285,1070,圣斗士星矢 THE LOST CANVAS 冥王神话 第2章
138844,1286,1314,Go! Princess 光之美少女：Go!Go!!豪华三合一!!!
56159,1287,1100,AIURA
207168,1288,1402,结城友奈是勇者 -鹫尾须美之章- 第3章 约定
48669,1289,1245,战勇。
86517,1290,1599,放学后的昴星团
5426,1291,1293,足球小将
16924,1292,1266,神偷卡门
464,1293,1567,哆啦A梦：大雄的太阳王传说
29648,1294,1234,中二病也要谈恋爱！
465,1295,1584,哆啦A梦 大雄与翼之勇者
8296,1296,1562,To Heart
62628,1297,1432,某人的目光
106654,1298,588,探险活宝 第二季
3849,1299,1430,宝莲灯
111762,1300,1146,冰菓 应该持有之物
8333,1300,1299,和我一起来画吧
69165,1302,995,战勇。第2期
84083,1303,940,迷你偶像 2期
8356,1304,1596,三只眼
2970,1305,1326,名侦探柯南 世纪末的魔术师
64094,1306,1772,小飞侠
129988,1307,1370,野良神 ARAGOTO
99796,1308,1172,摇曳百合 夏日时光！
18016,1309,1152,强袭魔女 剧场版
24165,1310,1184,天才麻将少女 阿知贺篇
5467,1311,1522,魔动王
438,1312,1754,大雄的海底鬼岩城
12344,1313,1022,游戏王
219164,1313,763,鲁邦三世 PART5
7842,1315,1149,侵略！乌贼娘
3424,1316,1392,电波系彼女
1264,1317,997,魔法少女奈叶StrikerS
100763,1318,1653,波蕾特的椅子
30302,1319,1401,.hack//世界的彼方
114968,1320,1435,无头骑士异闻录×2 结
16841,1321,1316,秀逗魔导士PREMIUM
136225,1322,1373,亚人 -冲突-
32215,1323,1845,猛兽侠
211853,1324,1783,剧场版 魔神Z / INFINITY
1454,1325,1302,夏之岚
113134,1326,1409,魔法少女☆伊莉雅 2wei Herz!
488,1327,1237,驱魔少年
1026,1328,1180,蔷薇少女 梦之终结
83402,1328,1501,魔法少女☆伊莉雅 2wei!
894,1330,1154,玛利亚狂热
6986,1331,1511,文子的告白
1326,1332,1322,寒蝉鸣泣之时 礼
1531,1333,1258,奇幻贵公子
18636,1334,1416,UN-GO
123281,1335,1756,西游记之大圣归来
120186,1336,680,美妙天堂 第二期
28411,1337,1346,怪物家族
212008,1338,1283,RWBY Volume 1-3: The Beginning
14616,1339,1607,铁腕巴迪 DECODE OVA
46012,1340,661,黑塔利亚 第5期
85799,1341,1141,幻想万华镜 月于丛云花于风
3425,1342,1208,火影忍者
100443,1343,1636,东京残响
85423,1344,1441,阿茹茉妮
136311,1345,1197,摇曳百合 夏日时光！+
4473,1346,1153,GA 艺术科美术设计班 OVA
21335,1347,1009,东方PVD2
96643,1348,848,第八届东方M-1漫才大赛
105278,1349,1334,玉响～more aggressive～ OVA
2609,1350,929,妖精的尾巴
25075,1351,1533,海底总动员
280,1352,1335,柯赛特的肖像
33255,1353,1075,钓球
1999,1354,1487,海贼王 沙漠的王女与海贼们
1427,1355,1047,旋风管家 第二季
798,1356,1103,sola
35629,1357,1481,三个和尚
5874,1358,1472,最终兵器彼女 Another love song
2859,1359,1084,宵星传说～首鸣～
74628,1360,1565,伪恋
139046,1360,1456,女神异闻录3 剧场版 第四章 重生之冬
119344,1362,1675,心灵想要大声呼喊。
2504,1362,1474,剧场版 超时空要塞F 虚空歌姬
182792,1364,1592,少女与战车 爱里寿战争！
37449,1365,1618,萌菌物语 Returns
234305,1366,1492,鬼灯的冷彻 第二季 其之二
37694,1367,1031,出包王女Darkness
30390,1368,1977,乱马1/2特别篇 恶梦!春眠香
35916,1369,1928,魔术师和兔子
36056,1370,1677,没头脑和不高兴
32248,1371,1557,百兽王
441,1372,1566,大雄的宇宙小战争
2769,1373,1378,秦时明月之夜尽天明
13551,1373,1538,我的女神 战斗之翼
223818,1375,1034,牵牛花与加濑同学。
244008,1376,1015,刺客伍六七
6756,1377,343,来来猫 第二季
10309,1378,441,南方公园 第11季
3856,1379,1695,放风筝的人
192247,1380,853,凸变英雄
42342,1381,1342,京骚戏画
71955,1382,1352,夜樱四重奏 花之歌
12982,1383,1793,喜剧
19393,1384,1564,犬夜叉 镜中的梦幻城
2729,1385,1515,魔力女管家特别篇 我回来了◆欢迎回来
5468,1386,1767,剑勇传说 铁刃
3029,1387,1167,剧场版 精灵宝可梦超世代：梦幻与波导的勇者 路卡利欧
80838,1388,1704,樱Trick
88493,1389,1394,一周的朋友。
3848,1390,1340,花丸幼稚园
112770,1391,1828,攻壳机动队 新剧场版
130231,1392,1190,偶像大师 灰姑娘女孩 第2期
5651,1393,1287,强袭魔女 第二季
20813,1394,581,世界第一初恋2
67452,1395,1840,不在他处 正是此地
35970,1396,1729,钢铁神兵B'T-X NEO
232884,1397,1291,银魂. 银之魂篇
981,1398,1348,BLOOD+
71259,1399,2017,鲁邦三世VS名侦探柯南 剧场版
47243,1400,1507,阿拉蕾
39532,1401,1643,银河英雄传说 黄金之翼
19392,1402,1698,犬夜叉 红莲之蓬莱岛
10739,1403,1140,只有神知道的世界II
25713,1404,1795,大力水手
166348,1404,1615,血界战线 王者餐厅的王者
2282,1406,1313,星舰驾驶员
1547,1407,1573,十兵卫 心形眼罩的秘密
147683,1408,1807,美少女战士Crystal 第三季
218711,1409,2882,DARLING in the FRANXX
211035,1410,1641,鬼灯的冷彻 第二季
209839,1411,1424,信长的忍者 伊势·金崎篇
192151,1412,1547,宇宙战舰大和号2202 爱的战士们 第二章
4421,1413,1053,Yes! 光之美少女5 GO GO! 糖果王国的快乐生日
96849,1414,1688,蓝雨伞
6605,1415,1279,三眼神童
5835,1415,650,特别车队
20241,1417,1776,我爱你
154971,1417,1862,杀戮都市：O
175198,1419,1476,91天
20928,1420,1850,樱花大战 活动写真
114161,1421,481,南方公园 第18季
46213,1422,1508,剧场版 我们仍未知道那天所看见的花的名字。
477,1423,1448,哆啦A梦 新‧大雄的宇宙开拓史
10560,1424,1660,我是小甜甜
2776,1425,1423,光速蒙面侠21
29073,1426,1242,军火女王
5976,1427,1274,只有神知道的世界
30055,1428,1436,Fate/Prototype
1044,1429,1269,传颂之物
225631,1430,1488,黑社会的超能力女儿
12351,1431,1806,滑过河面的风
43180,1431,1444,科拉传奇 第二季：神灵
37722,1433,1193,穷神
889,1434,1307,南家三姐妹 欢迎回来
4482,1435,1972,机动战士高达F91
167655,1436,1397,幼女战记
40196,1437,1882,苍蝇一分钟的生命
183590,1438,1419,歌唱秀
9731,1439,1631,恋风
6816,1440,1559,古城荆棘王
1275,1441,1381,我们的存在
77647,1442,1546,怪兽大学
124269,1443,1535,盛宴
84521,1444,1803,阳光中的青时雨
2567,1445,1255,学生会的一己之见
5365,1446,1275,蔷薇少女 序曲
20709,1447,1922,依巴拉度~时间篇
5425,1448,1306,绝爱
227136,1449,1460,鹿枫堂
56091,1450,1585,翠星之加尔刚蒂亚
3781,1451,1446,秀逗魔导士 剧场版
3846,1452,1692,钢琴之森
47629,1453,1551,啄木鸟伍迪
82777,1454,1383,我的青春恋爱物语果然有问题 OVA
12985,1455,1575,迷失之物
9567,1456,1517,四驱兄弟
313,1457,1505,悬崖上的金鱼姬
46703,1458,1630,侵略！！乌贼娘 OAD
105969,1459,2151,幸腹涂鸦
534,1460,1440,她和她的猫
87717,1461,1894,网球优等生
52392,1462,615,南方公园 第10季
108016,1462,1700,电焊工波力
26013,1464,1710,TIGER & BUNNY -The Beginning-
1904,1465,1714,海贼王  死亡尽头的冒险
50331,1466,1529,中二病也要谈恋爱！Lite
