name,rank_custom,rank_bangumi,subjectname
9781,1467,1433,GOSICK
8372,1468,1357,甜甜私房猫 OAD
36127,1469,1808,神笔
7654,1470,1368,鬼公子炎魔
13041,1471,1221,光之美少女全明星DX2 希望之光☆守护彩虹宝石!
67809,1472,1697,卑鄙的我2
2661,1473,1398,轻声密语
2128,1474,1425,雷顿教授与永远的歌姬
78282,1475,1696,哆啦A梦 新·大雄的大魔境-贝可与5人探险队-
79350,1476,1594,机器人少女Z
4882,1477,1895,高机动幻想 ～新结行军歌～
46312,1478,1205,头文字D Fifth Stage
3027,1479,1285,剧场版 精灵宝可梦超世代：七夜的许愿星 基拉祈
9966,1480,1693,新世纪魔法少女
38081,1481,1903,火影忍者 剧场版 忍者之路
9304,1482,1686,猫眼三姐妹
146408,1483,1247,精灵宝可梦XY&Z
472,1484,1590,苹果核战记
23684,1485,1366,黑子的篮球
11043,1486,1486,破刃之剑 第四章 惨祸之地
490,1487,1290,灼眼的夏娜
11683,1488,1453,花仙子
978,1489,664,黑塔利亚
468,1490,1713,大雄与机器人王国
294,1491,1500,图书馆战争
211581,1492,1909,钱进球场
100517,1493,1464,记录的地平线 第二季
145745,1494,1676,无头骑士异闻录×2 转 恋爱故事铿铿铿
8122,1495,1556,新子与千年魔法
45394,1496,1963,龙珠Z 银河最强战士
6650,1497,1621,玩具总动员2
164649,1498,1705,她和她的猫 -Everything Flows-
9389,1499,1137,红领巾侠
3031,1500,1555,剧场版 精灵宝可梦DP：帝牙卢卡VS帕路奇犽VS达克莱伊
8991,1501,1217,蜡笔小新 呼风唤雨！夕阳下的春日部男孩
5436,1502,1354,我的妹妹哪有这么可爱！
12496,1503,1219,笨蛋，测验，召唤兽 ～祭～
77646,1504,1359,天方魔谭MAGI 第二季
993,1505,1634,白色相簿
1753,1506,1123,圣斗士星矢 THE LOST CANVAS 冥王神话
236590,1507,643,轻羽飞扬
225561,1508,1099,犬之岛
10857,1509,1601,来自虞美人之坡
198246,1510,1841,机动警察 REBOOT
115980,1511,1399,四月是你的谎言 OAD
9579,1512,844,怪鸭历险记
36269,1513,1743,彭彭与丁满
5656,1514,1769,圣诞之吻SS
99859,1515,1196,JOJO的奇妙冒险 总集篇
139317,1516,1473,偶像活动 第二年
24649,1517,1662,圣诞之吻SS+ plus
172957,1518,1781,无头骑士异闻录×2 结 DuFuFuFu!!
32213,1519,1576,六神合体雷霆王
82079,1520,1586,网球少女 3期
162771,1521,1532,为美好的世界献上祝福！ OAD
19021,1522,1439,+模型姐妹
25920,1523,1887,新盖塔
1729,1524,1281,GA 艺术科美术设计班
11715,1524,1268,.hack//Quantum
1731,1526,1752,大正野球娘
4450,1526,557,黑塔利亚 第3期
4562,1528,1158,家庭教师HITMAN REBORN!
74659,1529,1999,歌牌情缘 OAD
6254,1530,1518,机械女神J
3620,1531,1757,京极夏彦 巷说百物语
25400,1532,1673,银河铁道之夜
144852,1533,1690,排球少年 VS“不及格”
49270,1534,2000,生化危机 诅咒
71594,1535,1569,疯狂原始人
107199,1536,1542,Love Live! 剧场版
161710,1537,1723,银魂 爱染香篇
3156,1538,1616,结界师
55708,1539,1784,今天的五年二班 OAD
6256,1540,2168,风之大陆
53575,1541,1994,摔跤的罗密欧与朱丽叶
1039,1542,1414,超级无敌掌门狗之世纪大骗兔
87700,1542,1849,"Wake Up, Girls! 七人的偶像"
123335,1544,1645,星蝶公主 第一季
17045,1545,1597,秦时明月之万里长城
3825,1546,1872,速写者
35814,1547,1998,功夫熊猫
61498,1548,1860,攻壳机动队ARISE border:1 Ghost Pain
902,1549,1526,神薙
192703,1550,1539,守望先锋：双龙
1982,1551,1721,圣魔之血
69103,1552,1581,上课小动作
14645,1553,1502,家有贱狗
42789,1554,2378,高达 EVOLVE
3028,1555,1979,剧场版 精灵宝可梦超世代：裂空的访问者 代欧奇希斯
218971,1556,556,朝花夕誓——于离别之朝束起约定之花
7597,1557,1415,大江户火箭
195110,1558,2002,阿松 赛马轶事
172518,1559,1369,魔法使的新娘 等待繁星之人
50323,1560,477,南方公园 第12季
82572,1561,1568,野良神
5491,1562,2141,音响生命体
281,1563,1640,死后文
85561,1564,1471,夜樱四重奏 月之泣
10799,1565,1842,钢之炼金术师 叹息之丘的圣星
788,1566,1459,NOIR
28687,1567,1438,罗马浴场
125807,1568,1949,攻壳机动队ARISE ALTERNATIVE ARCHITECTURE
155704,1569,1712,田中君总是如此慵懒
18842,1569,1990,猫汤剧场
190704,1569,1604,我的英雄学院 OAD
12782,1572,1871,艾斯嘉科尼
212278,1573,1445,Just Because!
16437,1574,1633,里约大冒险
10829,1575,1725,对某飞行员的追忆
110049,1576,1830,进击的巨人 无悔的选择
890,1577,1651,南家三姐妹 再来一碗
108595,1578,1450,钻石王牌 OAD
15958,1579,1194,Yes! 光之美少女5 GO GO!
2443,1580,1746,铁腕巴迪 DECODE
88715,1581,1400,光之美少女全明星 New Stage3 永远的朋友
222425,1582,1578,牙狼 VANISHING LINE
147359,1583,1881,一拳超人 OVA
181995,1584,1328,请问您今天要来点兔子吗？？～Dear My Sister～
532,1585,1480,X战记
5499,1586,1574,破刃之剑 第二章 诀别之路
132734,1587,1583,路人女主的养成方法 ♭
158796,1588,1687,监狱学园 OAD
13813,1589,1877,超级酷乐猫
29432,1589,1740,A频道+smile
27883,1591,2045,精灵宝可梦：超梦归来
51944,1592,1742,堀桑与宫村君
290,1593,1404,Fate/stay night
169274,1594,1332,偶像活动Stars
21233,1595,1685,魔卡少女樱 知世的活跃日记
12943,1596,1642,十二生肖
6993,1597,994,最游记RELOAD 埋葬篇
1505,1598,1270,天堂餐馆
98371,1599,1443,科学超电磁炮 OVA
3135,1600,2011,数码暴龙大冒险02 前篇：暴龙旋风登陆 危机再现!!/后篇：超绝进化!!黄金装甲最强之力!
40191,1601,2157,冰川时代2：融冰之灾
2617,1601,1667,天降之物
74663,1603,1661,苍蓝钢铁的琶音
136226,1604,1609,亚人 -冲戟-
181640,1605,1835,亚人 第二季
49000,1606,1605,龙珠Z・绝望的反抗!!残留的超战士・悟饭和特兰克斯
14749,1607,1619,京骚戏画
36358,1608,2359,机动战士高达 第08MS小队 最后的休憩
114184,1609,1666,科拉传奇 第四季：平衡
18004,1610,1496,侵略！？乌贼娘
42339,1611,1336,军火女王 PERFECT ORDER
7354,1612,1513,爱你宝贝
7666,1613,1647,破刃之剑 第三章 凶刃之痕
39794,1614,1802,绝园的暴风雨
1912,1615,1422,七武士
212609,1616,1908,阿松 第二季
99926,1617,1495,Code Geass 反叛的鲁路修 暗黑的背叛
8082,1618,564,黑塔利亚 第4期
7150,1619,1534,天降之物f
195816,1620,2084,GAMERS电玩咖
2910,1621,1169,间之楔
12436,1622,1717,川之光
114391,1623,1694,银魂 JUMP动画巡回展 2014
228109,1624,1765,路人超能100 REIGEN～不为人知的奇迹灵能者～
2586,1625,1571,白色相簿 下半编章
35989,1626,1672,死亡笔记特别篇 幻觉之神
110526,1627,1774,海贼王3D2Y 跨越艾斯之死！与路飞伙伴的誓言
2696,1628,1111,笨笨森林日志
121187,1629,1580,灰色的迷宫
58948,1630,1736,光之美少女全明星 New Stage2 心之朋友
38428,1631,2250,爆炸头武士：复活
22987,1632,1656,狮子王 1½
132725,1633,1537,监狱兔 前传
85339,1634,1572,强袭魔女 胜利之箭行动
20815,1635,1171,Hybrid Child
18575,1636,1493,三叶草
95796,1637,1974,驯龙高手2
15174,1638,1613,小倩
13312,1639,1124,宝石宠物 Sunshine
2812,1640,1420,信蜂 ～光与蓝的幻想夜话～
75989,1641,1540,Love Live! 第二季
7217,1642,1519,闪灵二人组
9726,1643,1451,玛利亚狂热 ALIVE
77014,1644,1789,攻壳机动队ARISE border:2 Ghost Whispers
56403,1645,603,南方公园 第3季
446,1646,1755,大雄的平行西游记
28389,1647,1514,鸭子侦探
2257,1648,1477,爱丽丝学园
20234,1649,1716,圣斗士星矢 冥界篇 后章
66234,1650,1888,小熊维尼历险记
3761,1651,1839,超剧场版 Keroro军曹
2299,1651,1749,水之语
18459,1653,2240,头山
18614,1654,1498,功夫料理娘
145912,1655,2297,无论如何都想加入生肖
32817,1656,1824,阿修罗
44943,1657,2265,龙珠Z 最强对最强
118107,1658,1649,排球少年 列夫参上
698,1659,1708,强袭魔女
3136,1660,1935,数码暴龙大冒险02 超恶魔兽的反击
13008,1661,1954,超级大坏蛋
9570,1662,1805,忍者神龟
39270,1663,1771,极地特快
24062,1664,1797,青春草莓蛋
5498,1665,1823,破刃之剑 第一章 觉醒之刻
130098,1666,1527,海洋奇缘
212240,1667,1864,魔卡少女樱 透明牌篇 序幕 小樱与两人的小熊
45393,1668,2058,龙珠Z 传说中的超级赛亚人
3024,1669,2032,剧场版 精灵宝可梦：结晶塔的帝王
15946,1670,1545,两个人是光之美少女Max Heart
18512,1671,1944,ASIENCE～头发是女人的生命
109724,1672,1525,元气少女缘结神◎
5475,1673,1611,楚楚可怜超能少女组
2121,1674,1560,纯情房东俏房客
175530,1675,1946,Infini-T Force
200547,1676,2056,樱花任务
18850,1677,1956,四驱小子
198380,1678,1681,机动战士高达 雷霆宙域 第二季
36225,1679,2085,阿拉丁
183891,1680,1509,魔卡少女樱 透明牌篇
13554,1681,2182,浪客剑心 维新志士的镇魂歌
59844,1682,1995,小熊维尼历险记
69943,1683,1739,网球少女 2期
83869,1684,1848,未确认进行式
69496,1685,1482,白色相簿2
3287,1686,1648,日式面包王
16594,1687,711,闪电十一人GO
183522,1688,1975,幻想万华镜 巨大妖怪传说之章
105426,1689,1761,关于完全听不懂老公在说什么的事
208754,1690,1623,徒然Children
26354,1691,1701,包在小可身上
208930,1691,1358,偶像大师 SideM
217599,1693,1867,动画讨论同好会
65601,1694,2120,机动战士高达AGE MEMORY OF EDEN
2881,1695,1885,后天的方向
10704,1696,1785,史上最强弟子兼一
145407,1697,1625,赤发白雪姬 第二季
17758,1698,2004,机动战士高达MS IGLOO 2 重力战线
138180,1699,1947,红白黑黄 第三季
170261,1699,1993,天真与闪电
836,1701,1855,青出于蓝
3179,1702,1421,千子
189639,1703,1763,网球少女 8期
183878,1704,2033,紫罗兰永恒花园
3025,1705,1861,剧场版 精灵宝可梦：雪拉比 穿梭时空的相遇
132754,1706,2159,骇客娃娃
1450,1707,1820,初恋限定。
64087,1708,1876,小飞象
6235,1709,2059,苹果核战记2
2060,1710,2227,樱花大战
209408,1711,2052,狂赌之渊
3711,1712,1624,游戏王－怪兽之决斗GX
23446,1713,2268,Q版三国
3413,1714,1747,今天的五年二班
118783,1714,1931,全部成为F THE PERFECT INSIDER
8560,1716,1790,侦探歌剧 少女福尔摩斯
4074,1717,1811,晴天小猪
91442,1718,1218,世界第一初恋 情人节篇
125624,1719,1745,英国一家，吃在日本
3138,1720,1750,数码暴龙03驯兽师之王 暴走的数码列车
202242,1721,1967,剧场版精灵宝可梦 就决定是你了！
18631,1722,1680,灼眼的夏娜 第三季
192906,1723,1684,剑风传奇 次篇
22986,1724,1858,狮子王2：辛巴的荣耀
80839,1725,1733,爱杀宝贝OVA
99952,1726,1629,Code Geass 反叛的鲁路修R2 零之镇魂曲
47763,1727,1847,足球小将J
10339,1728,1261,青之驱魔师
6995,1729,1683,最游记RELOAD
44675,1730,2041,马丁的早晨
3633,1731,2129,机动新世纪高达X
85005,1732,1980,鲁邦三世 微风公主 ~ 被隐藏的空中都市
31374,1733,1906,银河KICK OFF！！
2891,1734,1786,翼·年代记
1040,1735,1379,超级无敌掌门狗：月球野餐记
16250,1736,2207,尾随者竞技
11044,1737,1760,破刃之剑 第五章 死线之涯
2414,1738,1289,小小雪精灵
2473,1739,1836,秦时明月之百步飞剑
303,1740,1711,迷宫塔 ～乌鲁克之盾～
3859,1741,1553,茗记
2478,1742,1957,小鸠
149361,1743,2060,红海龟
7880,1744,1869,天堂之吻
79701,1745,1650,超青春姐弟s
3765,1746,1638,超剧场版 Keroro军曹 诞生！究极Keroro奇迹的时空之岛！！
7360,1747,812,冬之蝉
28101,1747,1775,鲸的鱼跃
46014,1749,1737,只有神知道的世界 天理篇
37672,1750,1732,夏雪密会
33068,1751,2158,虹色萤火虫～永远的暑假～
103127,1752,2403,电器街的漫画店
1839,1753,1764,仰望半月的夜空
1842,1754,1355,我叫MT 第一季
1002,1755,2067,非常偶像Key
64276,1756,2377,黑礁 特典小剧场
11132,1757,1679,怪盗圣少女
39121,1758,1927,狮子王
23686,1759,1703,刀剑神域
36119,1760,2073,木偶奇遇记
12546,1761,1920,我的女神 OAD
49294,1762,1838,Love Live!
139324,1763,2156,机动战士高达 铁血的奥尔芬斯
119985,1764,2208,"Wake Up, Girls! 青春之影"
192732,1765,1598,名侦探柯南 Episode“ONE” 变小的名侦探
45812,1766,2231,冰川时代3：恐龙的黎明
3294,1767,1938,十兵卫2 西伯利亚柳生的反击
112146,1768,1799,OVERLORD
59632,1769,1652,人鱼又上钩
22657,1770,1981,在盛夏等待
48943,1771,1859,龙珠Z 龙拳爆发
1120,1772,1853,地狱少女 三鼎
146104,1773,1751,历物语
10160,1774,1801,魔界女王候补生
219200,1775,1408,擅长捉弄的高木同学
1952,1776,1883,迦南
20931,1777,1734,樱花大战 神崎堇引退记念
235421,1778,1707,信长的忍者 姊川·石山篇
36237,1779,2009,猴子捞月
7806,1780,1490,我们的仙境～Heartful days
78796,1781,2044,头文字D Legend1 -觉醒-
191956,1782,2123,亚人酱有话要说
162688,1783,1361,银魂剧场版 白夜叉降诞 预告
2969,1784,2030,名侦探柯南 第14号目标
12576,1785,1796,天降之物 计时的悲伤女神
114745,1786,2356,江户川柯南失踪事件～史上最糟糕的两天～
3393,1787,1897,"I""s Pure"
19613,1788,1689,魔法骑士
208708,1789,2020,恶魔城 第一季
131622,1790,2205,小王子
10596,1791,2287,乡村医生
44636,1792,2448,龙珠Z 神与神
15007,1793,1658,Yes! 光之美少女5
50535,1794,2193,银河机攻队 Majestic Prince
3341,1794,1637,魔法老师！～另一个世界～
148389,1796,1912,黑执事 豪华客船篇
114758,1797,1987,伪恋：
40932,1798,1910,.hack//G.U. TRILOGY
10275,1799,1821,盗贼王Jing
214671,1800,1857,Slow Start
10285,1801,2668,战争程序员白濑
88741,1802,2483,牙狼 炎之刻印
36116,1803,1367,变相怪杰
212333,1804,1494,风灵玉秀
3484,1805,1997,Fate/stay night Unlimited Blade Works
15957,1806,1610,光之美少女 Splash Star
52586,1807,1406,迷你偶像
46126,1808,1744,马达加斯加3
2892,1809,1682,翼·年代记 第二部
91946,1810,1563,妖精的尾巴 第二季
1930,1811,1262,新撰组异闻录-铁
215096,1812,1646,RWBY Chibi Season 2
4041,1813,2086,立食师列传
5490,1814,1628,南瓜剪刀
14667,1815,1768,丹特丽安的书架
6998,1816,1449,最游记外传
25710,1817,1846,小贝流浪记
146923,1818,797,南方公园 第19季
39024,1819,2037,成龙历险记
3763,1820,1868,超剧场版 Keroro军曹3 Keroro 对 Keroro 天空大决战
41743,1821,2529,机动战士高达 第08MS小队 米娜的报告
101399,1822,1863,偶像大师 灰姑娘女孩
12192,1823,1251,滑头鬼之孙～千年魔京～
14643,1824,1691,阴阳大战记
48702,1825,2475,闪亮的拓人 剧场版
48039,1826,1602,上海蝙蝠侠
13973,1827,829,世界第一初恋 OAD
54551,1828,2688,高达G之复国运动
8546,1829,1606,更多 出包王女
68591,1830,1295,鸭子生活
100511,1831,1531,黑执事 幽鬼城杀人事件篇
3059,1832,2001,扑杀天使朵库萝
66186,1833,2097,恋旅～True Tours Nanto～
55653,1834,2162,Daicon3 开幕动画
8999,1835,1996,蜡笔小新 超时空！呼风唤雨的我的新娘
89216,1836,1879,我们大家的河合庄
6593,1837,1952,鬼神童子
1967,1838,2034,英雄时代
3141,1839,1466,数码暴龙X进化 第十三号的皇家骑士
46079,1840,1969,天然萌少女明日香
3060,1841,1945,扑杀天使朵库萝2
1257,1842,2143,记忆女神的女儿们
56415,1843,1125,守护者联盟
182886,1844,1595,侦探歌剧 少女福尔摩斯 派对之夜
11604,1845,1724,文森特
60608,1846,601,南方公园 第9季
105592,1847,1827,天行九歌之空山鸟语
126034,1848,2051,赤发白雪姬
3129,1849,2216,数码兽大冒险02
56239,1850,702,南方公园 第2季
37870,1851,2075,寒蝉鸣泣之时外传 猫杀篇
107186,1852,1543,怪盗Joker
20232,1853,1923,圣斗士星矢 冥界篇 前章
34237,1854,2022,穿靴子的猫
107543,1855,2199,攻壳机动队ARISE border:4 Ghost Stands Alone
10377,1856,1778,电波女与青春男
35990,1857,1727,死亡笔记特别篇 L的继承者
3768,1858,1225,Da!Da!Da!
36112,1859,1516,摩登原始人
20799,1860,1718,爱杀宝贝
41658,1861,2012,向山进发
38070,1862,1837,青之驱魔师 剧场版
10954,1863,2050,百合星人奈绪子 OAD
2451,1864,1678,神无月的巫女
109541,1865,1875,纯情罗曼史3
3157,1866,1780,植木的法则
36239,1867,2360,南郭先生
84864,1868,1913,野良神 OAD
36957,1868,2299,游戏王剧场版 光之金字塔
92627,1870,1930,夏目友人帐 和猫老师的第一次跑腿
10394,1871,2520,灵魂力量
3032,1872,1832,剧场版 精灵宝可梦DP：骑拉帝纳与冰空的花束 洁咪
212675,1873,1812,网球少女 9期
112481,1874,1900,冰雪奇缘：生日惊喜
19707,1875,1924,彩云国物语 第二季
69942,1876,1971,新蔷薇少女
107474,1877,2132,拂晓的尤娜
29647,1878,2036,丁丁历险记
12722,1879,1798,绝对少年
24508,1880,1936,潜行吧！奈亚子
100447,1881,2049,虐杀器官
10243,1882,864,世界第一初恋
77706,1883,1991,黑子的篮球 第二季
52484,1884,1976,THE UNLIMITED 兵部京介
40122,1885,2110,101忠狗
148099,1886,1973,刀剑神域：序列之争
130452,1887,1791,网球少女 5期
2782,1888,1386,火影忍者疾风传
116871,1889,2202,亚尔斯兰战记
211027,1890,2546,OVERLORD II
18615,1891,2118,犬夜叉 黑色铁碎牙
144846,1892,2259,海贼王 黄金城
40189,1893,2354,泰山
27568,1894,2487,王者天下
121108,1895,1893,关于完全听不懂老公在说什么的事 第二季
119719,1896,2211,BLAME! 端末遗构都市
10416,1897,1320,机魂末世录
182215,1898,2303,RWBY Chibi
40188,1899,2014,花木兰
159365,1900,1844,网球少女 7期
176599,1901,1854,WWW.迷糊餐厅
140307,1902,2243,Pokémon the movie XY&Z 波尔凯尼恩与机巧的玛机雅娜
46832,1903,2016,网球少女
50811,1904,1933,战姬绝唱SYMPHOGEAR G
100227,1905,2161,银仙
60601,1906,703,南方公园 第4季
5977,1907,1914,最游记
9566,1908,1898,龙珠GT
10437,1909,2799,咚隆隆 炎魔君熊熊燃烧
244,1910,1941,神灵狩
82193,1911,2442,生存游戏社
5654,1912,1925,传说中勇者的传说
157622,1913,1186,魔法少女小圆 新作概念视频
4480,1914,2078,仙乐传说 迪赛雅兰篇
47533,1915,2130,谜样女友X OAD 谜之夏日祭典
128952,1916,1889,排球少年剧场版 胜者与败者
2411,1917,1377,天使的小生意气
148181,1918,1753,飙速宅男 新世代
60606,1919,558,南方公园 第7季
115660,1920,2391,命运石之门 聪明睿智的认知计算
217249,1921,1777,Comic Girls
58015,1922,1983,潜行吧！奈亚子W
91322,1923,1787,网球少女 4期
61213,1924,2282,精灵旅社
1759,1925,2215,交响诗篇 彩虹满载
60607,1926,637,南方公园 第8季
4507,1927,2330,不可思议的游戏
476,1928,2029,哆啦A梦 大雄与绿巨人传
80996,1929,1890,元气少女缘结神 OAD
69214,1930,2174,我不受欢迎，怎么想都是你们的错！
1533,1931,2104,异世界的圣机师物语
129014,1932,1773,拂晓的尤娜 OAD
195937,1933,1921,结城友奈是勇者 鹫尾须美之章&勇者之章
699,1934,2090,苍色骑士
49598,1935,1833,纯情罗曼史2
123136,1936,1984,排球少年剧场版 结束与开始
153140,1937,2588,告诉我！辣妹子酱
7882,1938,1804,信蜂 REVERSE
46116,1939,2390,超人总动员
13550,1940,1919,我的女神 小不隆咚便利多多
14738,1941,1911,上官海铃
143740,1942,2332,潮与虎 第二季
147364,1943,2115,野良神 ARAGOTO OAD
25399,1944,2494,铳梦
18580,1945,2236,功夫熊猫 2
194822,1946,1608,幻镜诺德琳
17883,1947,2200,我的朋友很少
99889,1947,2350,精灵宝可梦XY特别篇 最强Mega进化
2120,1949,2015,青出于蓝～缘～
54186,1950,1735,银魂精选集 第二回
2126,1951,2080,美鸟日记
2476,1952,1939,信蜂
93545,1953,2367,甘城光辉游乐园
213532,1954,2081,高达创战者 GM的逆袭
45392,1955,1937,龙珠Z 激战人造人
10842,1956,1204,未来都市NO.6
45810,1957,2339,冰川时代4：大陆漂移
207167,1958,2186,结城友奈是勇者 -鹫尾须美之章- 第2章 魂
55100,1959,1968,DokiDoki! 光之美少女
36379,1960,1396,Fate/Zero Remix
120187,1961,2369,干物妹！小埋
2813,1962,1934,惊爆草莓
10765,1963,2006,恶魔奶爸 OAD
56757,1964,1387,丁丁历险记第一季
3305,1965,1902,交涉人勇午
223134,1966,1800,火球 幽默之章
63276,1967,1819,奥林匹斯星传
22756,1968,1663,侦探歌剧 少女福尔摩斯 夏季特别篇
54727,1968,2169,魔力女管家夏日TV特别篇 “我认为H是不对的！
1014,1968,2069,魔法禁书目录
2175,1971,2076,骷髅人
37007,1972,2066,Suite 光之美少女♪ 剧场版：夺回来!连接心的奇迹旋律
18864,1973,2190,圣诞之吻SS OVA
175533,1974,1759,悠悠式 OVA
491,1975,1880,灼眼的夏娜 第二季
101799,1975,1766,猫和老鼠2014
297,1977,2177,拜托了老师
46011,1978,2277,我的朋友很少NEXT
11779,1979,1715,组曲光之美少女♪
45391,1980,2261,龙珠Z 一百亿能量战士们
4282,1981,1907,书家
10965,1982,1982,佐罗的传说
38119,1983,2273,名侦探柯南 十年后的陌生人
56849,1984,2331,HAL
160220,1985,2136,Active Raid -机动强袭室第八课- 2nd
109328,1986,1943,结城友奈是勇者
3110,1987,1720,灼眼的夏娜S
3489,1988,1961,魔女猎人
183394,1989,1671,元气少女缘结神 新婚篇
12620,1990,2466,创圣的大天使EVOL
202268,1991,3040,犬屋敷
37411,1992,1779,猫狗
37673,1993,2241,机器人笔记
1764,1994,1852,浪漫追星社
2893,1995,2099,翼·年代记 鸟笼国的公主
43197,1996,2187,魔王勇者
80548,1997,2039,属性同好会
36238,1998,1992,咕咚来了
60604,1999,633,南方公园 第5季
10940,2000,2230,妄想改造人改藏
104949,2001,2292,黑子的篮球 第三季
68935,2002,1455,八犬传-东方八犬异闻- 第二季
807,2003,1884,魔法使的条件 夏季的天空
67227,2004,2446,晚餐
80993,2005,2222,进击的巨人 OAD
10745,2006,2106,我为歌狂
188091,2007,2021,珈百璃的堕落
148142,2008,2226,蓝海少女
120205,2009,2506,Exodus!
5421,2010,2254,勇者的故事
46234,2011,2313,丹特丽安的书架 荆姬
60533,2012,2413,灰姑娘
41888,2013,2489,生化危机 恶化
221020,2014,2309,全职高手 特别篇
21929,2015,2400,神魂合体豪旦那
100450,2016,2179,在盛夏等待 特别篇
104196,2017,1942,伪恋 OAD
3787,2018,2320,神枪少女 -IL TEATRINO- OVA
59825,2019,2321,百合熊风暴
2768,2020,2528,战斗司书
10413,2021,1915,大运动会
3764,2022,1989,超剧场版 Keroro军曹 龙勇士的逆袭
888,2023,2133,迷宫塔 ～乌鲁克之剑～
111359,2024,2116,小黄人
212084,2025,1813,A频道 来吃火锅吧
29060,2026,2107,黄昏少女×失忆
1703,2027,1085,纯情罗曼史
148436,2028,2281,亚尔斯兰战记 风尘乱舞
147466,2029,2197,魔法少女☆伊莉雅 3rei!!
83295,2030,2098,乔瓦尼之岛
74901,2031,2108,魁拔Ⅲ 战神崛起
84719,2032,2105,上课小动作 OAD
2974,2033,2300,名侦探柯南 银翼的魔术师
217632,2034,2408,食戟之灵 餐之皿
28230,2035,2501,散华礼弥
189545,2036,2125,战国鸟兽戏画～甲～
214710,2037,2394,高达创战者 Battlogue
18150,2038,2597,魔法护士小麦
186257,2039,2556,红白黑黄 第四季
137580,2040,1826,海贼王 萨波特别篇 三兄弟的羁绊 奇迹的再会和被继承的意志
15910,2041,2285,High School D×D
10741,2042,996,和殿下一起～眼罩之野心～
106239,2043,1626,Happiness Charge 光之美少女！人偶之国的芭蕾舞者
1978,2044,2062,天使怪盗
49050,2045,2112,童话枪手小红帽
3948,2046,2025,舞-乙HiME 0～S.ifr～
883,2047,1948,黑执事
4543,2048,1632,小公主优希
107974,2049,2038,魔法少女☆伊莉雅 第二季 OAD
141806,2050,2047,炸猪排DJ扬太郎
190793,2051,2248,喵楞！
87113,2052,2601,魔女的使命
228026,2053,2649,刻刻
23685,2054,2402,加速世界
29323,2055,2458,谜样女友X
5972,2056,2536,机动战士高达00 先驱者的觉醒
3974,2057,2007,曙光少女
165806,2057,2319,少年锦衣卫
2833,2059,1966,青出于蓝～缘～ 圣诞特别篇
1880,2060,2024,零之使魔
38040,2061,2019,Little Busters!
159824,2062,1965,光之美少女All Stars 大家一起歌唱♪奇迹的魔法！
206924,2063,1157,凸变英雄 LEAF
229182,2064,1702,我是江小白
143751,2065,1831,网球少女 6期
216310,2066,911,向山进发 第三季
9385,2067,2087,夜樱四重奏 星之海
308,2067,2342,君吻 pure rouge
196259,2069,2155,结城友奈是勇者 -鹫尾须美之章- 第1章 朋友
55113,2070,2335,玉子市场
892,2071,2418,背骑少女
10261,2072,1635,异国迷宫的十字路口
3762,2073,2124,超剧场版 Keroro军曹2 深海的公主
7843,2074,2198,魔法禁书目录 第二季
3325,2075,2010,出包王女 OVA
8968,2075,2057,蜡笔小新之布里布里王国的秘密宝藏
90391,2077,1815,海贼王 路飞特别篇 手掌岛的冒险
2010,2078,2470,彩云国物语
10227,2079,2337,A频道
28357,2080,1428,精灵世纪
194927,2081,2237,战国鸟兽戏画～乙～
117556,2082,2328,城下町的蒲公英
137062,2083,2088,普通女高中生要做当地偶像 OVA
79419,2084,1905,世界第一初恋〜横泽隆史的场合〜
11045,2085,2275,破刃之剑 第六章 恸哭之寨
38695,2086,2218,星际宝贝
76836,2087,1792,DokiDoki! 光之美少女 爱结婚了!!?连接未来的希望婚纱
18797,2088,2135,这个是僵尸吗？OF THE DEAD
2794,2089,2450,校园外星人
10844,2090,2077,「C」
4398,2091,1484,光之美少女 Splash Star 滴答危机一发
10435,2092,1809,昭和物语
139670,2093,2419,哆啦A梦 新·大雄的日本诞生
175532,2094,1988,黄金拼图 Pretty Days
132981,2095,2900,神击的巴哈姆特 VIRGIN SOUL
232646,2095,2172,食戟之灵 餐之皿 远月列车篇
3782,2097,3065,光晕：传奇
304,2098,2617,RD 潜脑调查室
96918,2099,2430,ALDNOAH.ZERO
101267,2100,2398,剧场版 进击的巨人 后篇～自由之翼～
3743,2101,2003,血色花园
36262,2102,2488,X战记
48880,2103,2657,"Wake Up, Girls!"
8300,2104,2646,羊之歌
4040,2105,2392,傀儡师左近
145908,2106,2244,三者三叶
203781,2107,2013,漂流武士 第二季
73920,2107,2109,迷你加尔刚蒂亚
98217,2109,2639,监督不行届
26295,2110,2622,鲁邦三世VS名侦探柯南
4185,2111,2560,危险代理人
141588,2112,2373,欧西里斯的天秤
206925,2113,1548,一人之下 第二季
8982,2114,1726,蜡笔小新 森林里的暴风雨
48700,2115,2091,High School D×D NEW
118782,2116,2372,Punch Line
184840,2117,2512,终末的伊泽塔
849,2118,2352,出包王女
139221,2119,2491,Dimension W -第四次元-
92836,2120,2563,青春之旅
3030,2121,2195,剧场版 精灵宝可梦超世代：宝可梦保育家与苍海的王子 玛纳霏
63130,2122,3133,Code Geass 亡国的阿基德 第二章「翼龙折翅」
139950,2123,1962,金田一少年事件簿R 2期
120369,2124,1709,黑塔利亚 第6期
20851,2125,2054,Another
86870,2126,2431,翠星之加尔刚蒂亚～遥远的巡回航路～
43525,2127,2026,元气少女缘结神
